Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,total_time,sales_per_employee,processing_per_unit,demand_gap,inventory_status,warehouse_utilization,utilization_category,inventory_turnover,turnover_category,damage_rate,forecast_error,forecast_category,accuracy,accuracy_category,demand_sales_zone,total_cost,Monthly_Revenue,profit_margin,estimated_profit,risk_score,salary_cost,salary_per_employee,revenue_per_employee,stock_per_employee,required_emp_sales,required_emp_stock,ideal_employee_count
WH072,San Francisco,848,4086,2,1,10,87409,S654,Furniture,5154,3.090093373310558,8.46437914862742,4.799813230278059,45161,1335,5088,161,7,66,4.090093373310558,78.0909090909091,0.0005995524589271552,-1068,Shortage,0.018777263568122936,Very Low,6.077830188679245,Very Fast,0.008254716981132075,-1068,Under-Forecast,1.261380323054332,Overperforming,Unmet Demand Zone,6423,257700,0.9750756693830035,251277,6.541790159682566,80986,1227.060606060606,3904.5454545454545,12.848484848484848,50.71664482166881,16.66677736001289,34.0
WH093,Miami,1650,717,4,5,25,85842,S411,Automotive,1304,1.1906486437380377,4.341636366043159,4.695957923681192,45743,13382,7065,184,27,57,6.1906486437380375,22.87719298245614,0.0009130741132960412,-587,Overstock,0.036071092844806855,Very Low,0.7903030303030303,Slow Moving,0.016363636363636365,-587,Under-Forecast,1.8186889818688983,Overperforming,Low Demand Zone,20447,65200,0.927279463430214,44753,11.307400000722039,65395,1147.280701754386,1143.859649122807,28.94736842105263,12.831685069355089,32.42946066511942,23.0
WH086,Chicago,895,3524,7,2,24,51690,S605,Groceries,2495,1.460569846604182,4.375871675292584,4.700998194407476,21951,6527,5896,64,43,17,3.460569846604182,146.76470588235293,0.0005853987361139006,1029,Shortage,0.04077262994852171,Very Low,2.787709497206704,Fast Moving,0.048044692737430165,1029,Overestimate (Unmet Demand),0.7080022701475596,Underperforming,Unmet Demand Zone,12423,124750,0.8742857142857143,112327,10.927174910409006,39267,2309.823529411765,7338.235294117647,52.64705882352941,24.551421969356554,17.59052563350417,21.0
WH057,Los Angeles,4390,486,8,2,6,72677,S862,Apparel,2700,3.7424212437962434,9.761130561703329,1.2243711340241332,42370,3080,14988,80,0,56,5.742421243796244,48.214285714285715,0.0013860819421467568,-2214,Overstock,0.10361104555109747,Low,0.6150341685649203,Slow Moving,0.0,-2214,Under-Forecast,5.555555555555555,Highly Overperforming,Low Demand Zone,18068,135000,0.8781537530266343,116932,5.328339168510999,54609,975.1607142857143,2410.714285714286,78.39285714285714,26.56867307305118,86.28201958780258,56.0
WH087,Houston,1254,5127,2,4,5,96514,S240,Apparel,5073,4.686429202367436,6.303297317944929,3.238542676133766,12956,16289,544,218,34,86,8.686429202367435,58.98837209302326,0.0009237983840661219,54,Shortage,0.0967891324482865,Very Low,4.045454545454546,Fast Moving,0.02711323763955343,54,Overestimate (Unmet Demand),0.9894675248683441,Slightly Under,Unmet Demand Zone,16833,253650,0.9336369012418687,236817,3.8991231666753445,79681,926.5232558139535,2949.4186046511627,14.581395348837209,49.91958462947728,24.64639010549076,37.0
WH486,Seattle,1097,4224,8,3,15,43503,S577,Electronics,2499,1.5120546822655108,4.238004917002321,4.108061923363723,38300,10261,11559,296,7,25,4.512054682265511,99.96,0.0006050638984655905,1725,Shortage,0.028642297650130547,Very Low,2.2780309936189607,Fast Moving,0.006381039197812215,1725,Overestimate (Unmet Demand),0.5916193181818182,Underperforming,Unmet Demand Zone,21820,124950,0.8548814570576229,103130,7.27331578686004,21683,867.32,4998.0,43.88,24.590782966501816,21.560677787658182,23.0
WH330,Houston,4556,3161,3,3,5,51674,S612,Automotive,5683,0.5789697414383912,9.352032489334496,2.015312515293903,48929,3405,14853,112,6,12,3.5789697414383914,473.5833333333333,0.00010187748397648974,-2522,Overstock,0.09311451286558074,Very Low,1.2473661106233538,Healthy,0.0013169446883230904,-2522,Under-Forecast,1.797848782031003,Overperforming,Future Demand Zone,18258,284150,0.9440259332845341,265892,4.806004830206845,33416,2784.6666666666665,23679.166666666668,379.6666666666667,55.92213669412958,89.54461987289943,73.0
WH343,New York,1620,3290,10,7,25,69993,S981,Apparel,2072,1.309214914599382,0.6475678200447512,2.110521389288295,39214,8105,10630,29,23,10,8.309214914599382,207.2,0.0006318604800190068,1218,Shortage,0.041311776406385475,Very Low,1.2790123456790123,Healthy,0.014197530864197531,1218,Overestimate (Unmet Demand),0.6297872340425532,Underperforming,Unmet Demand Zone,18735,103600,0.8526119402985075,84865,10.198529605272684,51258,5125.8,10360.0,162.0,20.388996521245204,31.839834107571793,26.0
WH480,Atlanta,2264,2633,3,3,15,97185,S534,Apparel,8627,2.4795920831418825,5.766895804682164,2.6638952180789683,16832,16744,7311,190,38,90,5.479592083141883,95.85555555555555,0.00028742228852925497,-5994,Shortage,0.13450570342205323,Low,3.810512367491166,Fast Moving,0.01678445229681979,-5994,Under-Forecast,3.2764906950246866,Highly Overperforming,Under-Forecast Zone,24055,431350,0.9380032206119162,407295,7.735104077093695,73130,812.5555555555555,4792.777777777777,25.155555555555555,84.89183059304168,44.497150876260825,65.0
WH466,Atlanta,4416,2857,8,7,6,45999,S310,Groceries,5491,3.545752325068607,3.666495476813265,2.8741854161154863,21769,16669,2443,87,10,11,10.545752325068607,499.1818181818182,0.0006457389045836108,-2634,Overstock,0.2028572741053792,Low,1.2434329710144927,Healthy,0.0022644927536231885,-2634,Under-Forecast,1.9219460973048652,Overperforming,Under-Forecast Zone,19112,274550,0.9443958150307483,255438,3.5006279908700666,26887,2444.2727272727275,24959.090909090908,401.45454545454544,54.03280883115705,86.79302927101052,70.0
WH349,Miami,1894,1961,5,2,6,96163,S533,Automotive,8297,3.9684454740861983,8.442895538807871,2.5893544601977214,45430,18999,14529,76,30,35,5.968445474086199,237.05714285714285,0.0004782988398320114,-6336,Shortage,0.04169051287695356,Very Low,4.380675818373812,Fast Moving,0.01583949313621964,-6336,Under-Forecast,4.231004589495155,Highly Overperforming,Under-Forecast Zone,33528,414850,0.9037658017298736,381322,4.937620509583227,62635,1789.5714285714287,11852.857142857143,54.114285714285714,81.64454832855765,37.22508999984011,59.0
WH168,Atlanta,1294,2072,3,5,25,85680,S717,Furniture,9674,2.0075127876357137,5.766948966364248,3.037074295955508,22010,14540,12286,105,13,5,7.007512787635713,1934.8,0.00020751631048539527,-7602,Shortage,0.058791458427987275,Very Low,7.476043276661515,Very Fast,0.010046367851622875,-7602,Under-Forecast,4.668918918918919,Highly Overperforming,Under-Forecast Zone,26826,483700,0.9445400041347943,456874,11.73309860026476,58854,11770.8,96740.0,258.8,95.19457159581376,25.43255884888759,60.0
WH449,Seattle,2484,2155,3,7,11,92559,S837,Apparel,2049,4.440275801350015,7.634356345622499,4.566869375463301,24642,3168,11699,300,1,98,11.440275801350015,20.908163265306122,0.0021670452910444193,106,Overstock,0.10080350620891161,Low,0.8248792270531401,Slow Moving,0.00040257648953301127,106,Overestimate (Unmet Demand),0.9508120649651972,Slightly Under,Low Demand Zone,14867,102450,0.8548853099072719,87583,6.69042767663361,77692,792.7755102040817,1045.408163265306,25.346938775510203,20.162670787659952,48.82107896494342,34.0
WH211,Dallas,589,5164,6,3,24,64458,S981,Automotive,7324,1.9953298236293704,2.413013146358015,3.6766742432836,48033,6373,6467,277,2,88,4.995329823629371,83.22727272727273,0.0002724371687096355,-2160,Shortage,0.012262402931318053,Very Low,12.434634974533108,Very Fast,0.003395585738539898,-2160,Under-Forecast,1.418280402788536,Overperforming,Future Demand Zone,12840,366200,0.9458658959537573,353360,10.324922619628968,51618,586.5681818181819,4161.363636363636,6.693181818181818,72.06998577297291,11.576334746518386,42.0
WH049,San Francisco,2807,4166,3,6,16,56895,S141,Apparel,6136,1.7862279254050557,1.4452091263903597,1.3945165996851436,46738,10655,6239,68,8,67,7.786227925405056,91.58208955223881,0.00029110624599169746,-1970,Shortage,0.06005819675638666,Very Low,2.185963662272889,Fast Moving,0.0028500178126113287,-1970,Under-Forecast,1.472875660105617,Overperforming,Future Demand Zone,16894,306800,0.9521158705701078,289906,6.834417743260892,40001,597.0298507462686,4579.104477611941,41.8955223880597,60.37976962083039,55.16939156787286,58.0
WH102,Los Angeles,2194,2077,10,1,17,55474,S337,Apparel,5565,2.2677256463049966,3.172775246105989,1.413834814808173,22467,13135,14564,62,25,17,3.2677256463049966,327.3529411764706,0.0004074978699559742,-3488,Overstock,0.09765433747273779,Very Low,2.5364630811303557,Fast Moving,0.011394712853236098,-3488,Under-Forecast,2.6793452094366876,Highly Overperforming,Under-Forecast Zone,27699,278250,0.93521373661901,250551,7.755250987687768,27775,1633.8235294117646,16367.64705882353,129.05882352941177,54.76098727834438,43.121355575316365,49.0
WH091,Atlanta,2669,5200,10,3,5,82513,S860,Electronics,6850,2.0111259620637467,4.772863750725092,3.537690872459531,23036,13529,12864,146,33,77,5.011125962063747,88.96103896103897,0.0002935950309582112,-1650,Shortage,0.11586212884181281,Low,2.5665043087298614,Fast Moving,0.012364181341326339,-1650,Under-Forecast,1.3173076923076923,Overperforming,Future Demand Zone,26393,342500,0.9229401459854014,316107,3.4355683796199252,56120,728.8311688311688,4448.051948051948,34.66233766233766,67.40570761125947,52.45710940315377,60.0
WH239,San Francisco,1404,3278,4,3,16,72802,S679,Apparel,3125,4.222071916503779,1.260143677186893,2.197666032903029,35073,5339,9222,241,25,69,7.222071916503779,45.289855072463766,0.0013510630132812093,153,Shortage,0.04003079291762895,Very Low,2.2257834757834756,Fast Moving,0.017806267806267807,153,Overestimate (Unmet Demand),0.9533251982916412,Slightly Under,Unmet Demand Zone,14561,156250,0.9330101626016261,141689,6.783384983497949,58241,844.072463768116,2264.4927536231885,20.347826086956523,30.750779019735162,27.594522893228888,29.0
WH060,Chicago,3911,1299,7,5,17,37255,S713,Automotive,9317,3.364371644703908,3.772187106759153,4.613700045934266,18379,5090,5452,224,37,82,8.364371644703908,113.6219512195122,0.00036110031605709005,-8018,Overstock,0.21279721421187225,Low,2.3822551777039123,Fast Moving,0.009460496036819227,-8018,Under-Forecast,7.172440338722094,Highly Overperforming,Under-Forecast Zone,10542,465850,0.9634604891115631,455308,7.934494280838792,26713,325.7682926829268,5681.09756097561,47.69512195121951,91.6816026005992,76.86764888562548,84.0
WH491,Houston,566,4274,3,7,22,41020,S248,Groceries,9864,2.276965730746429,3.072119392038203,4.577625185933068,28078,14358,9193,198,11,58,9.27696573074643,170.06896551724137,0.00023083594188426894,-5590,Shortage,0.020158130921005768,Very Low,17.42756183745583,Very Fast,0.019434628975265017,-5590,Under-Forecast,2.3079082826392137,Highly Overperforming,Future Demand Zone,23551,493200,0.9422021419009371,469649,9.727466206304042,17469,301.1896551724138,8503.448275862069,9.758620689655173,97.06421896021365,11.124287719065206,54.0
WH199,Atlanta,2677,3594,9,5,9,93093,S319,Electronics,7549,0.8673231125879557,8.895301460945184,2.8133227921891293,47231,8493,3125,201,9,16,5.867323112587956,471.8125,0.00011489245099853699,-3955,Shortage,0.056678876161842855,Very Low,2.8199477026522226,Fast Moving,0.0033619723571161747,-3955,Under-Forecast,2.100445186421814,Highly Overperforming,Future Demand Zone,11618,377450,0.9756816584680253,365832,6.269599029990689,81475,5092.1875,23590.625,167.3125,74.28404186239383,52.61434315183314,63.0
WH092,Miami,1330,1433,9,7,15,57086,S138,Furniture,2447,4.364866507776807,0.9251953826511096,2.669654185377416,41005,7917,13814,255,13,95,11.364866507776807,25.757894736842104,0.00178376236525411,-1014,Shortage,0.032435068894037314,Very Low,1.8398496240601503,Healthy,0.009774436090225564,-1014,Under-Forecast,1.707606420097697,Overperforming,Low Demand Zone,21731,122350,0.9393013207239523,100619,6.2804909456224,35355,372.1578947368421,1287.8947368421052,14.0,24.079090003613423,26.140110717944744,25.0
WH401,Seattle,3759,1018,3,3,17,60495,S810,Apparel,6247,4.65542398089618,9.67690660136815,1.7528227091073534,41287,4925,11217,124,40,98,7.65542398089618,63.744897959183675,0.0007452255452050873,-5229,Overstock,0.09104560757623464,Very Low,1.661878159084863,Healthy,0.010641127959563713,-5229,Under-Forecast,6.136542239685658,Highly Overperforming,Under-Forecast Zone,16142,312350,0.8983982202447164,296208,9.706264318798315,44353,452.5816326530612,3187.2448979591836,38.357142857142854,61.47203729161138,73.88020766071752,68.0
WH440,San Francisco,3296,3925,2,5,14,31611,S429,Groceries,4216,4.15079855920052,1.6063667169165947,3.815167434066968,34858,2509,2403,159,45,40,9.15079855920052,105.4,0.000984534762618719,-291,Shortage,0.09455505192495267,Very Low,1.279126213592233,Healthy,0.013652912621359222,-291,Under-Forecast,1.074140127388535,Accurate,Unmet Demand Zone,4912,210800,0.9512001648295045,205888,6.086005888861387,26699,667.475,5270.0,82.4,41.4864909911051,64.78030445589916,53.0
WH269,Miami,1573,2459,5,6,6,44851,S863,Apparel,5249,0.5602358603914286,9.400063276128268,4.991261774355099,35387,17511,14135,249,22,69,6.560235860391429,76.07246376811594,0.00010673192234548077,-2790,Shortage,0.044451352191482746,Very Low,3.336935791481246,Fast Moving,0.013986013986013986,-2790,Under-Forecast,2.134607564050427,Highly Overperforming,Under-Forecast Zone,31646,262450,0.9071733757062147,230804,5.224214787034285,13205,191.3768115942029,3803.623188405797,22.797101449275363,51.651468503868756,30.916085834080512,41.0
WH280,San Francisco,3364,3219,10,3,9,72445,S396,Furniture,7808,1.6673385816493742,0.7261309960621802,4.620090024836683,11340,16014,5555,150,17,70,4.667338581649374,111.54285714285714,0.00021354233883829075,-4589,Overstock,0.2966490299823633,Moderate,2.3210463733650415,Fast Moving,0.005053507728894174,-4589,Under-Forecast,2.4255980118049085,Highly Overperforming,Future Demand Zone,21569,390400,0.9447515368852459,368831,3.819355351137322,50876,726.8,5577.142857142857,48.05714285714286,76.83266642754948,66.11679131967378,71.0
WH224,New York,2460,509,4,1,18,51625,S634,Automotive,5160,3.225959290317888,3.45230173708965,1.7727720618081642,25172,19245,13942,247,25,15,4.225959290317888,344.0,0.0006251859089763348,-4651,Overstock,0.09772763387891308,Very Low,2.097560975609756,Fast Moving,0.01016260162601626,-4651,Under-Forecast,10.137524557956779,Highly Overperforming,Low Demand Zone,33187,258000,0.8713682170542636,224813,8.2387393016147,18438,1229.2,17200.0,164.0,50.7756863173867,48.349377718905316,50.0
WH195,New York,833,3175,4,3,6,95174,S346,Apparel,5369,1.6119419454824,6.910683212213677,2.753405881554688,46936,11659,13600,20,29,35,4.6119419454824,153.4,0.0003002313178398957,-2194,Shortage,0.017747571160729503,Very Low,6.445378151260504,Very Fast,0.03481392557022809,-2194,Under-Forecast,1.691023622047244,Overperforming,Future Demand Zone,25259,268450,0.9318633418417436,243191,4.483649141335173,69915,1997.5714285714287,7670.0,23.8,52.83229841822659,16.371964081239078,35.0
WH242,Atlanta,3010,1765,2,1,18,34994,S136,Furniture,7756,1.434040342082321,1.834622098138203,1.9091509355393868,47303,14519,9948,245,45,47,2.434040342082321,165.0212765957447,0.00018489431950519867,-5991,Overstock,0.06363232775933873,Very Low,2.5767441860465117,Fast Moving,0.014950166112956811,-5991,Under-Forecast,4.394334277620397,Highly Overperforming,Under-Forecast Zone,24467,387800,0.9217396350506157,363333,7.7548716792753485,10527,223.9787234042553,8251.063829787234,64.04255319148936,76.3209734646611,59.15919794061179,68.0
WH375,Denver,4991,3810,7,3,15,89876,S372,Automotive,7625,1.3308846758695665,5.397408371929328,2.2802815929964684,11753,1898,8285,120,49,52,4.330884675869567,146.6346153846154,0.0001745422525730579,-3815,Overstock,0.4246575342465753,High,1.5277499499098377,Healthy,0.009817671809256662,-3815,Under-Forecast,2.0013123359580054,Highly Overperforming,Future Demand Zone,10183,381250,0.9751006245662734,371067,7.6221678131215755,79693,1532.5576923076924,7331.7307692307695,95.98076923076923,75.0319008081538,98.09420495734001,87.0
WH099,Miami,4998,1200,9,7,16,64791,S411,Furniture,6075,0.7599949341679718,5.714418204789014,3.8622821979780886,35815,2792,11106,256,47,78,7.759994934167972,77.88461538461539,0.00012510204677662086,-4875,Overstock,0.13955046768113918,Low,1.215486194477791,Healthy,0.009403761504601841,-4875,Under-Forecast,5.0625,Highly Overperforming,Under-Forecast Zone,13898,303750,0.9513029650148763,289852,8.117146589888085,50893,652.474358974359,3894.230769230769,64.07692307692308,59.77951441436516,98.23178448743445,79.0
WH216,New York,2492,2973,9,5,23,47857,S201,Apparel,2441,2.63488505525635,8.661110256453718,1.2204706686611209,49704,8597,676,283,36,65,7.634885055256349,37.55384615384615,0.001079428535541315,532,Shortage,0.050136809914695,Very Low,0.9795345104333868,Slow Moving,0.014446227929373997,532,Overestimate (Unmet Demand),0.8210561722166162,Underperforming,Low Demand Zone,9273,122050,0.9240229414174519,112777,11.802666945314927,38584,593.6,1877.6923076923076,38.33846153846154,24.02004850789553,48.978312713622785,36.0
WH187,Atlanta,1298,4148,10,5,10,70464,S684,Apparel,2619,3.154068570288584,4.966517084092609,4.654195346188171,20213,10252,6489,24,8,27,8.154068570288583,97.0,0.001204302623248791,1529,Shortage,0.06421609855043783,Very Low,2.0177195685670264,Fast Moving,0.0061633281972265025,1529,Overestimate (Unmet Demand),0.6313886210221794,Underperforming,Unmet Demand Zone,16741,130950,0.939633220910624,114209,5.491804123686951,53723,1989.7407407407406,4850.0,48.074074074074076,25.771612880859646,25.511175723227275,26.0
WH434,New York,3535,4561,8,7,19,66003,S677,Electronics,9752,4.76460263830698,6.96512693399273,2.899379271822176,27446,4070,2268,6,33,27,11.764602638306979,361.18518518518516,0.0004885769727550225,-5191,Shortage,0.12879836770385483,Low,2.7586987270155587,Fast Moving,0.009335219236209336,-5191,Under-Forecast,2.1381276035957026,Highly Overperforming,Future Demand Zone,6338,487600,0.964823048761076,481262,9.692338645968682,59665,2209.814814814815,18059.25925925926,130.92592592592592,95.96211104014634,69.47766269769524,83.0
WH388,Dallas,2595,4478,8,2,23,36726,S813,Electronics,7212,2.7293604007666152,3.876420576860777,1.2275020596344786,13371,5624,6640,166,27,60,4.729360400766615,120.2,0.00037844708829265326,-2734,Shortage,0.19407673322862912,Low,2.779190751445087,Fast Moving,0.010404624277456647,-2734,Under-Forecast,1.6105404198302813,Overperforming,Future Demand Zone,12264,360600,0.9313844242565417,348336,10.366047560341471,24462,407.7,6010.0,43.25,70.9678778529056,51.00269722786963,61.0
WH044,Miami,1697,3299,4,5,17,87372,S501,Groceries,8936,2.577018869781421,4.131810748080127,1.6380197741513682,44716,6489,14212,47,31,30,7.577018869781421,297.8666666666667,0.0002883861761169898,-5637,Shortage,0.03795062170140442,Very Low,5.265763111373011,Very Fast,0.018267530936947555,-5637,Under-Forecast,2.7086996059411943,Highly Overperforming,Future Demand Zone,20701,446800,0.9536683079677708,426099,8.045023483705123,66671,2222.366666666667,14893.333333333334,56.56666666666667,87.93246762251309,33.3532089386107,61.0
WH471,Chicago,1312,3307,6,5,24,96271,S136,Groceries,1605,0.6949267186102566,7.58836927118285,3.4228998663148102,43037,11793,3716,73,18,93,5.694926718610256,17.258064516129032,0.0004329761486668265,1702,Shortage,0.03048539628691591,Very Low,1.2233231707317074,Healthy,0.013719512195121951,1702,Overestimate (Unmet Demand),0.4853341397036589,Underperforming,Unmet Demand Zone,15509,80250,0.8067491895078102,64741,11.880626635013392,80762,868.4086021505376,862.9032258064516,14.10752688172043,15.79360010453598,25.78633478341617,21.0
WH162,Seattle,1443,1157,4,4,18,76947,S109,Automotive,3327,0.9871784414898837,6.9040491815699525,1.2630262633084492,23449,18784,11728,259,20,38,4.987178441489884,87.55263157894737,0.00029671729530805036,-2170,Overstock,0.061537805450125806,Very Low,2.3056133056133055,Fast Moving,0.01386001386001386,-2170,Under-Forecast,2.8755401901469315,Highly Overperforming,Low Demand Zone,30512,166350,0.9074704671074022,135838,9.27537275862899,46435,1221.9736842105262,4377.631578947368,37.973684210526315,32.73850937557084,28.3610374180408,31.0
WH197,Seattle,3327,3799,9,4,13,34130,S309,Furniture,1450,3.444852049172327,3.583126697212627,3.350975261523341,28103,10754,1809,36,5,30,7.444852049172328,48.333333333333336,0.00237576003391195,2349,Shortage,0.11838593744440096,Low,0.43582807333934476,Dead Stock,0.0015028554253080854,2349,Overestimate (Unmet Demand),0.3816793893129771,Underperforming,Unmet Demand Zone,12563,72500,0.8267172413793104,59937,6.275388865791381,21567,718.9,2416.6666666666665,110.9,14.268361465157115,65.3895852320317,40.0
WH007,Miami,3165,4971,9,4,16,98563,S312,Electronics,7138,3.3058634955427797,1.505462166658272,4.480919463682463,17714,15161,13676,38,37,46,7.30586349554278,155.17391304347825,0.0004631358217347688,-2167,Shortage,0.17867223664897822,Low,2.255292259083728,Fast Moving,0.011690363349131122,-2167,Under-Forecast,1.435928384630859,Overperforming,Future Demand Zone,28837,356900,0.9411152965507054,328063,6.855145759002221,69726,1515.7826086956522,7758.695652173913,68.80434782608695,70.23969940571827,62.20560182127452,66.0
WH124,New York,1340,2971,6,7,25,79393,S819,Automotive,5874,1.0570412297597962,7.417042138817403,3.9577519642036014,33504,9168,1607,140,20,12,8.057041229759797,489.5,0.0001799525416683344,-2903,Shortage,0.03999522445081184,Very Low,4.383582089552239,Fast Moving,0.014925373134328358,-2903,Under-Forecast,1.977112083473578,Overperforming,Under-Forecast Zone,10775,293700,0.9506459513240472,282925,12.22959025358552,68618,5718.166666666667,24475.0,111.66666666666667,57.80162430781579,26.336652903793954,42.0
WH343,Denver,857,4872,7,3,21,66122,S771,Apparel,1948,0.9136875618552618,6.179871076910098,1.1370676051536948,33036,2440,8450,82,27,44,3.913687561855262,44.27272727272727,0.0004690387894534198,2924,Shortage,0.025941397263591234,Very Low,2.2730455075845972,Fast Moving,0.03150525087514586,2924,Overestimate (Unmet Demand),0.39983579638752054,Underperforming,Unmet Demand Zone,10890,97400,0.8526119402985075,86510,10.263412898335574,55232,1255.2727272727273,2213.6363636363635,19.477272727272727,19.168805609742112,16.843665327277176,18.0
WH466,San Francisco,2791,3728,10,5,6,53951,S211,Groceries,4632,2.9815658082738885,0.8859390721709488,1.6189229337661954,49896,7065,557,2,26,43,7.9815658082738885,107.72093023255815,0.0006436886460004077,-904,Shortage,0.05593634760301427,Very Low,1.6596202078108204,Healthy,0.009315657470440702,-904,Under-Forecast,1.242489270386266,Overperforming,Unmet Demand Zone,7622,231600,0.9443958150307483,223978,2.668576418892417,46329,1077.4186046511627,5386.046511627907,64.90697674418605,45.58003469421225,54.85492407051412,50.0
WH127,Miami,2334,5100,7,4,6,77838,S347,Electronics,9465,4.293963591620115,4.299181282408586,1.4437609885294598,30756,13127,1215,125,44,100,8.293963591620116,94.65,0.0004536675743919826,-4365,Shortage,0.0758876316816231,Very Low,4.0552699228791775,Fast Moving,0.018851756640959727,-4365,Under-Forecast,1.8558823529411765,Overperforming,Future Demand Zone,14342,473250,0.9696946645536186,458908,3.695409911714864,63496,634.96,4732.5,23.34,93.13795949497386,45.872946177205286,70.0
WH156,Los Angeles,2798,1481,6,4,23,30568,S920,Apparel,8115,4.894737957476656,6.806793111677761,2.3380466708028083,22257,1110,5314,292,10,81,8.894737957476657,100.18518518518519,0.0006031716521844308,-6634,Overstock,0.12571325875005615,Low,2.900285918513224,Fast Moving,0.0035739814152966403,-6634,Under-Forecast,5.479405806887239,Highly Overperforming,Under-Forecast Zone,6424,405750,0.9841675908810844,399326,11.243110127927919,24144,298.0740740740741,5009.259259259259,34.54320987654321,79.85362295844827,54.992503600608565,67.0
WH079,Chicago,4813,2247,6,7,14,58707,S491,Apparel,7205,4.197616818738573,4.566706750953509,3.768307775122011,30328,11105,3728,206,48,40,11.197616818738574,180.125,0.0005825977541621892,-4958,Overstock,0.1586982326562912,Low,1.4969873259921047,Healthy,0.00997298981923956,-4958,Under-Forecast,3.2064975522919448,Highly Overperforming,Under-Forecast Zone,14833,360250,0.9288195336882688,345417,6.9730039222318245,43874,1096.85,9006.25,120.325,70.8989961079014,94.5957540492241,83.0
WH022,Houston,2651,4180,6,1,5,40114,S571,Groceries,9713,1.7433399483828371,2.575204869333072,2.188437890527302,26441,16376,3721,216,37,83,2.743339948382837,117.02409638554217,0.00017948522067155742,-5533,Shortage,0.10026095836012254,Low,3.663900414937759,Fast Moving,0.013956997359486986,-5533,Under-Forecast,2.3236842105263156,Highly Overperforming,Future Demand Zone,20097,485650,0.9631951837769328,465553,2.7767485600077673,20017,241.16867469879517,5851.204819277108,31.93975903614458,95.57834131798005,52.1033334686252,74.0
WH270,Dallas,532,4281,8,4,11,87888,S184,Furniture,6644,3.4822959389454446,1.514175873010643,1.5038789114051263,48750,18999,9465,279,8,53,7.482295938945445,125.35849056603773,0.0005241264206721018,-2363,Shortage,0.010912820512820514,Very Low,12.488721804511279,Very Fast,0.015037593984962405,-2363,Under-Forecast,1.5519738378883439,Overperforming,Future Demand Zone,28464,332200,0.9143166767007826,303736,4.8587640400986825,59424,1121.2075471698113,6267.924528301887,10.037735849056604,65.37861625827854,10.456044287177898,38.0
WH263,Los Angeles,2607,4256,3,2,13,94791,S892,Apparel,6189,4.389174887021215,2.489233291346702,3.349496436138462,10928,15210,10826,137,1,37,6.389174887021215,167.27027027027026,0.0007091896731331742,-1933,Shortage,0.23856149341142022,Low,2.3739930955120827,Fast Moving,0.0003835826620636747,-1933,Under-Forecast,1.4541823308270676,Overperforming,Future Demand Zone,26036,309450,0.9538215843534543,283414,5.94688506220263,68755,1858.2432432432433,8363.513513513513,70.45945945945945,60.9013028330051,51.23854785088868,56.0
WH466,Los Angeles,3954,4082,7,2,13,86732,S219,Automotive,2398,3.4315867630283257,5.442030993712262,2.3162016843533744,10369,5264,2813,283,22,86,5.431586763028326,27.88372093023256,0.0014310203348741975,1684,Shortage,0.3813289613270325,Moderate,0.6064744562468386,Slow Moving,0.00556398583712696,1684,Overestimate (Unmet Demand),0.5874571288584027,Underperforming,Unmet Demand Zone,8077,119900,0.9443958150307483,111823,6.834278493864816,78655,914.5930232558139,1394.1860465116279,45.97674418604651,23.596917788583976,77.71278028477708,51.0
WH254,Dallas,3708,2235,7,5,17,36749,S521,Furniture,6759,4.245877681403539,6.026154882440943,4.251698802025805,36428,7985,9161,98,35,23,9.245877681403538,293.8695652173913,0.0006281813406426304,-4524,Overstock,0.10178983199736466,Low,1.8228155339805825,Healthy,0.009439050701186624,-4524,Under-Forecast,3.0241610738255034,Highly Overperforming,Under-Forecast Zone,17146,337950,0.9526010468159348,320804,8.610678179942639,19603,852.304347826087,14693.478260869566,161.2173913043478,66.51024492620479,72.87784251288655,70.0
WH141,Denver,980,2070,7,4,18,96843,S119,Automotive,8159,4.0399757922900985,5.638568988753409,2.0401231057083216,15824,10856,12927,70,41,52,8.039975792290099,156.90384615384616,0.0004951557534367077,-6089,Shortage,0.06193124368048534,Very Low,8.325510204081633,Very Fast,0.04183673469387755,-6089,Under-Forecast,3.9415458937198067,Highly Overperforming,Under-Forecast Zone,23783,407950,0.9522941523922032,384167,8.904121717034185,73060,1405.0,7845.192307692308,18.846153846153847,80.28659392704614,19.261134213222444,50.0
WH295,Denver,1834,1077,7,7,16,37429,S396,Groceries,4210,3.1469617803986503,1.7596745187193243,3.902309300262796,12488,10894,10745,164,12,6,10.14696178039865,701.6666666666666,0.0007474968599521734,-3133,Overstock,0.1468609865470852,Low,2.295528898582334,Fast Moving,0.006543075245365322,-3133,Under-Forecast,3.9090064995357476,Highly Overperforming,Low Demand Zone,21639,210500,0.8972019002375297,188861,6.929865278189407,15790,2631.6666666666665,35083.333333333336,305.6666666666667,41.427449495387215,36.04583688474486,39.0
